pj,skeleton_length,index,scale_ratio,intersection3,intersection4,intersection5,intersection6,endpoint,Area,Peri,led,distance_average,area_per_skeleton,peri_per_skeleton,area_per_peri,led_density_area,led_density_skeleton,led_density_peri,area_skeleton_ratio,peri_area_ratio,led_per_area,led_per_skeleton,predicted_led,rel_error,error,abs_error
415894,218.6915888,7.0,0.8099688474,0.0,0.0,0.0,0.0,2.0,6354.167758,494.6147201,40.0,13.279881697984253,29.055382481175698,2.2616997883368066,12.846701684728124,0.006295080886027813,0.1829059828934765,0.08087102622403332,0.13286008227663348,6.204941607484391,0.006295080886027813,0.1829059828934765,38.546703,0.03633241653442383,1.4532966613769531,1.4532966613769531
419402,94.20192308,6.0,0.4663461538,2.0,0.0,0.0,0.0,4.0,644.8244499,188.5089584,7.0,3.4646805562529917,6.845130426396811,2.001115818409681,3.4206567972846003,0.010855667772966064,0.07430846177158532,0.03713351375665974,0.0726644446587747,7.423543292663239,0.010855667772966064,0.07430846177158532,7.1427336,0.02039051055908203,-0.14273357391357422,0.14273357391357422
414810,292.1323529,5.0,1.007352941,2.0,0.0,0.0,0.0,2.0,6154.519085,563.4161291,34.0,10.477360308928716,21.067570996173632,1.9286331127208747,10.923576317971618,0.005524395900057559,0.11638560283543316,0.060346160224968255,0.0721165279608222,7.181781933478393,0.005524395900057559,0.11638560283543316,33.478523,0.015337551341337316,0.5214767456054688,0.5214767456054688
423775,0.5825892857,15.0,0.5825892857,0.0,0.0,0.0,0.0,0.0,939.4876435,115.4496911,10.0,16.774120503391785,1612.6071429054432,198.16651959413127,8.137636701740815,0.010644099546371522,17.164750958275302,0.08661781512553567,2768.00000015078,3.766580372758293,0.010644099546371522,17.164750958275302,11.530277,0.15302772521972657,-1.5302772521972656,1.5302772521972656
423940,318.0371901,12.0,0.4338842975,2.0,0.0,0.0,0.0,4.0,2598.96246,616.5822362,25.0,4.153891993246114,8.171882222902335,1.9387111174203524,4.2151108277420075,0.009619223203400943,0.07860715909400183,0.04054609187912248,0.025694737839725167,12.094585952158,0.009619223203400943,0.07860715909400183,24.524029,0.019038848876953125,0.4759712219238281,0.4759712219238281
418379,386.75,14.0,1.101851852,3.0,0.0,0.0,0.0,5.0,5614.501415,794.9990627,27.0,7.088078344245159,14.517133587588882,2.055589043826761,7.0622742571945425,0.004808975544625453,0.0698125404007757,0.03396230419228644,0.03753622129951876,10.609893359582436,0.004808975544625453,0.0698125404007757,26.892698,0.003974137482819734,0.10730171203613281,0.10730171203613281
414810,195.4264706,1.0,1.007352941,1.0,0.0,0.0,0.0,3.0,5958.163035,523.1148201,31.0,12.5710475096316,30.48800409027087,2.67678589545177,11.389780610423198,0.005202945910995871,0.15862743621590022,0.059260412454141445,0.15600754594127575,6.777052228113305,0.005202945910995871,0.15862743621590022,30.795794,0.006587305376606603,0.2042064666748047,0.2042064666748047
420385,392.6530612,1.0,0.8163265306,3.0,0.0,0.0,0.0,3.0,9051.561849,760.7318614,49.0,11.570293347296028,23.052314481739227,1.9374148238526452,11.898491844869113,0.005413430391067088,0.12479209979988308,0.06441165736087835,0.05870911692701003,7.995945850497151,0.005413430391067088,0.12479209979988308,47.921204,0.022016252790178572,1.07879638671875,1.07879638671875
408771,266.6756757,18.0,0.2972972973,0.0,0.0,0.0,0.0,2.0,2831.744704,567.0818278,19.0,5.147138100221748,10.618683899710469,2.12648501334612,4.993538084240477,0.006709644401616226,0.0712475929802247,0.03350486485118153,0.039818719393275616,10.656600425994236,0.006709644401616226,0.0712475929802247,19.036682,0.0019306383634868421,-0.03668212890625,0.03668212890625
417191,1.798449612,10.0,1.798449612,0.0,0.0,0.0,0.0,0.0,1866.260922,164.1172194,11.0,22.748788128963227,1037.7054266894856,91.25483322131575,11.371511952389316,0.00589413831170602,6.116379311715741,0.06702526426060079,577.0000003144296,3.798988413587528,0.00589413831170602,6.116379311715741,11.501566,0.04559690302068537,-0.5015659332275391,0.5015659332275391
422077,93.61445783,15.0,1.485943775,0.0,0.0,0.0,0.0,2.0,3001.815293,287.4026466,20.0,11.887550200803208,32.065723207532464,3.070066881356204,10.444633438528676,0.006662635121700674,0.21364221364523817,0.06958878158083043,0.3425296044096361,5.245643597642439,0.006662635121700674,0.21364221364523817,19.732046,0.013397693634033203,0.26795387268066406,0.26795387268066406
407171,103.2735849,0.0,0.3867924528,0.0,0.0,0.0,0.0,2.0,1793.281105,268.2073845,9.0,7.518549925800297,17.36437353982083,2.5970569798628147,6.68617349348187,0.0050187335242123125,0.08714716361124401,0.03355612306043721,0.16813954465350248,6.333540394274707,0.0050187335242123125,0.08714716361124401,9.14293,0.015881114535861544,-0.1429300308227539,0.1429300308227539
425572,201.3,8.0,1.65,0.0,0.0,0.0,0.0,2.0,4959.03375,497.1793998,40.0,10.431924300876187,24.635040983606554,2.4698430193740686,9.97433472101794,0.00806608747117319,0.1987083954297069,0.08045385632649055,0.12237973662993817,7.060160819557405,0.00806608747117319,0.1987083954297069,39.13381,0.021654796600341798,0.8661918640136719,0.8661918640136719
410194,474.7889273,6.0,0.5328719723,0.0,0.0,0.0,0.0,0.0,10627.49167,995.0176002,60.0,10.50940047431511,22.383613136127153,2.0957051501988553,10.680707223534396,0.0056457348415875075,0.12637194456324888,0.06030044090470351,0.04714434530606449,9.651956949029929,0.0056457348415875075,0.12637194456324888,61.36047,0.02267449696858724,-1.3604698181152344,1.3604698181152344
418643,123.9289941,31.0,0.8047337278,0.0,0.0,0.0,0.0,0.0,660.5483001,261.7631586,11.0,2.149219390828785,5.330054559847348,2.1122027214130354,2.523457860276599,0.016652832197637503,0.0887605041893905,0.042022720304995584,0.04300893909900095,10.18488742084455,0.016652832197637503,0.0887605041893905,10.847225,0.013888619162819603,0.15277481079101562,0.15277481079101562
423443,161.8433735,27.0,0.8012048193,0.0,1.0,0.0,0.0,4.0,953.2648062,356.2571662,18.0,2.483489598754269,5.890045329535842,2.201246541613889,2.675777209951882,0.018882476183877395,0.11121864065691882,0.05052529944027832,0.03639349083103388,11.538698597643464,0.018882476183877395,0.11121864065691882,18.298393,0.016577402750651043,-0.29839324951171875,0.29839324951171875
424477,4.904942966,8.0,0.9809885932,0.0,0.0,0.0,0.0,2.0,830.498229,114.6073543,5.0,12.752851711026615,169.31863117610817,23.365685410499836,7.24646541290937,0.006020482435008299,1.0193798449154077,0.04362721773431603,34.51999999791805,3.976885906848274,0.006020482435008299,1.0193798449154077,4.9358435,0.012831306457519532,0.06415653228759766,0.06415653228759766
420724,244.8387097,5.0,0.4838709677,4.0,0.0,0.0,0.0,6.0,2697.307492,434.4105216,16.0,5.9425852735536395,11.016670914925998,1.7742722224450604,6.209120999338152,0.00593184130747226,0.06534914360398625,0.03683152042696749,0.044995625603584846,8.364406024600758,0.00593184130747226,0.06534914360398625,16.600601,0.037537574768066406,-0.6006011962890625,0.6006011962890625
422258,97.16312057,3.0,0.3546099291,0.0,0.0,0.0,0.0,2.0,1926.085207,219.611206,17.0,8.35555440423937,19.82321271384419,2.2602321200849427,8.770432265646772,0.008826193118672346,0.17496350364490973,0.07740952891083344,0.20401992646544112,5.0039936398480815,0.008826193118672346,0.17496350364490973,17.022202,0.001305972828584559,-0.0222015380859375,0.0222015380859375
407367,69.91935484,0.0,0.2056451613,1.0,0.0,0.0,0.0,3.0,370.3752276,153.0271515,5.0,2.5751723892480234,5.297177418864182,2.1886236200288143,2.420323609042674,0.013499822956301843,0.07151095732278642,0.032673940219033616,0.07576124566632489,7.951471900368511,0.013499822956301843,0.07151095732278642,5.2468624,0.04937248229980469,-0.24686241149902344,0.24686241149902344
422893,235.2980132,9.0,0.7284768212,1.0,0.0,0.0,0.0,3.0,2470.30832,497.3493068,17.0,5.150463185596708,10.49863654352352,2.1136995592787264,4.966948352445155,0.0068817320746424075,0.07224880384157871,0.03418120779011408,0.04461846660218005,10.0065860973312,0.0068817320746424075,0.07224880384157871,17.076931,0.004525352926815257,-0.07693099975585938,0.07693099975585938
417749,822.5673077,15.0,0.5817307692,5.0,0.0,0.0,0.0,3.0,4005.598107,1633.087281,50.0,2.2579119580015194,4.86962959687779,1.9853539834525082,2.4527765010497316,0.01248253036484671,0.06078529930858326,0.030616857152535742,0.005920037851363041,25.80332721884119,0.01248253036484671,0.06078529930858326,52.828476,0.05656951904296875,-2.8284759521484375,2.8284759521484375
411212,132.6781327,15.0,0.09828009828,2.0,0.0,0.0,0.0,2.0,480.2974965,260.1899433,9.0,1.7896269182907374,3.6200200193200343,1.9610612389934547,1.845949502922237,0.018738386240995115,0.0678333333221534,0.03459011476712982,0.027284224955933783,11.872313197900429,0.018738386240995115,0.0678333333221534,8.674196,0.03620041741265191,0.3258037567138672,0.3258037567138672
409300,17.11764706,19.0,0.7132352941,0.0,0.0,0.0,0.0,2.0,183.8967074,64.07750046,3.0,3.0184447655103526,10.743106617131058,3.743359133144786,2.8699107499487506,0.01631350578493283,0.17525773194671768,0.04681830562152986,0.6276041665933879,4.72518248738141,0.01631350578493283,0.17525773194671768,2.8925579,0.03581404685974121,0.10744214057922363,0.10744214057922363
424592,158.6526316,3.0,0.5052631579,0.0,0.0,0.0,0.0,0.0,1305.812742,332.8889468,14.0,3.8102283328549933,8.230640291503365,2.098225181913717,3.922667768192777,0.010721292226446967,0.08824309977597623,0.0420560674500593,0.05187837231880725,9.212105947396418,0.010721292226446967,0.08824309977597623,13.951232,0.0034834316798618863,0.048768043518066406,0.048768043518066406
410076,38.10344828,10.0,0.1724137931,0.0,0.0,0.0,0.0,2.0,298.558264,102.3068489,4.0,3.2976420887186375,7.835465751185288,2.6849761246857944,2.918262728351904,0.013397719917074544,0.10497737555421059,0.039098066678896606,0.20563665770108322,5.920933180727592,0.013397719917074544,0.10497737555421059,4.139291,0.034822702407836914,-0.13929080963134766,0.13929080963134766
410381,451.1365639,6.0,0.8986784141,2.0,0.0,0.0,0.0,4.0,11694.78329,1008.226859,68.0,12.247900087915484,25.922933820527774,2.2348595518041097,11.599357015344102,0.005814558364509891,0.15073041167878612,0.06744513835650554,0.057461389510148224,9.323139306927828,0.005814558364509891,0.15073041167878612,69.01777,0.014967189115636489,-1.0177688598632812,1.0177688598632812
418086,293.7643021,7.0,0.9038901602,2.0,0.0,0.0,0.0,4.0,7096.613325,634.9603996,44.0,11.38497554723012,24.157507478850338,2.1614620805214573,11.176466011849852,0.006200140543799461,0.14977994155675867,0.06929566005646694,0.08223431950770828,7.537391428252648,0.006200140543799461,0.14977994155675867,44.55537,0.012622052972966974,-0.5553703308105469,0.5553703308105469
416524,693.2437276,15.0,1.372759857,0.0,0.0,0.0,0.0,0.0,24024.161,1432.914759,140.0,16.81765260280215,34.654710953060196,2.0669711126860544,16.765938691821376,0.0058274667739697545,0.20194917664048403,0.097702950661003,0.04998921674060336,9.244772772571784,0.0058274667739697545,0.20194917664048403,140.1168,0.0008343287876674107,-0.1168060302734375,0.1168060302734375
406491,190.7480519,6.0,0.1896103896,4.0,0.0,0.0,0.0,4.0,1234.846773,358.2008103,13.0,3.314962627717891,6.473705816127394,1.8778740161801883,3.447358960371397,0.010527621956218206,0.06815272748796025,0.03629249188217149,0.03393851602490412,10.193422571012103,0.010527621956218206,0.06815272748796025,12.949287,0.0039009681114783655,0.05071258544921875,0.05071258544921875
410625,102.2857143,8.0,0.1428571429,0.0,0.0,0.0,0.0,0.0,550.5,212.6626762,7.0,2.6429591735552975,5.38198323947179,2.0791043759666055,2.58860656621418,0.012715712988192553,0.06843575418038607,0.03291597813533017,0.05261715456849276,9.063847986607804,0.012715712988192553,0.06843575418038607,7.2281046,0.032586370195661275,-0.2281045913696289,0.2281045913696289
425678,108.242515,30.0,0.9251497006,0.0,0.0,0.0,0.0,2.0,2815.061574,283.807759,20.0,10.453400890526634,26.006986016538878,2.6219619804658083,9.918902795043035,0.007104640333526147,0.18477028180655264,0.07047023686198799,0.2402659067607481,5.349095050137133,0.007104640333526147,0.18477028180655264,20.455141,0.02275705337524414,-0.4551410675048828,0.4551410675048828
409871,90.85290482,3.0,0.3090234858,1.0,0.0,0.0,0.0,3.0,588.9208396,211.149326,11.0,2.8653507708007226,6.482135499869645,2.3240789759923937,2.7891201490266657,0.018678231878279758,0.1210748299329941,0.05209583287990226,0.071347586659031,8.700841116135713,0.018678231878279758,0.1210748299329941,9.976875,0.0930113358931108,1.0231246948242188,1.0231246948242188
419305,412.4413146,8.0,1.178403756,0.0,0.0,0.0,0.0,2.0,11672.86927,970.282174,61.0,12.595039140682099,28.30189134015528,2.352533899134265,12.03038619361464,0.0052257931266971175,0.14789982923791214,0.0628683094821033,0.06862040813637557,8.980680411552282,0.0052257931266971175,0.14789982923791214,62.271706,0.020847633236744365,-1.2717056274414062,1.2717056274414062
410387,234.2170088,4.0,1.428152493,0.0,0.0,0.0,0.0,2.0,3948.703434,551.7424954,39.0,7.185503398835433,16.859166011174846,2.355689273920913,7.156786846982459,0.00987665968130034,0.16651224520291968,0.07068514809925223,0.07198096371203784,8.780296384616648,0.00987665968130034,0.16651224520291968,36.848583,0.05516453278370392,2.151416778564453,2.151416778564453
425185,70.60930233,1.0,1.502325581,0.0,0.0,0.0,0.0,2.0,735.7761817,215.001867,8.0,3.269664293432695,10.420385946617523,3.0449510178583292,3.4221850813044337,0.01087287166800659,0.11329951912867171,0.03720897921318981,0.14757808961086677,7.926279248026844,0.01087287166800659,0.11329951912867171,8.46238,0.05779755115509033,-0.46238040924072266,0.46238040924072266
409810,278.2414579,14.0,0.2665148064,3.0,0.0,0.0,0.0,3.0,2779.658063,549.1122775,21.0,5.148284738961689,9.99009307951157,1.973509920643641,5.06209417799805,0.0075548860773671355,0.07547401511800374,0.03824354482767871,0.03590440171968194,10.415148503729418,0.0075548860773671355,0.07547401511800374,21.091232,0.004344395228794643,-0.0912322998046875,0.0912322998046875
425704,153.1372549,17.0,0.3480392157,0.0,0.0,0.0,0.0,0.0,1812.124183,311.5802731,10.0,5.800917495237105,11.833333333442168,2.034647109898011,5.815914354816707,0.005518385601722308,0.0653008962876479,0.032094458036470604,0.0772727272744274,7.319408323803367,0.005518385601722308,0.0653008962876479,10.070278,0.007027816772460937,-0.07027816772460938,0.07027816772460938
406152,198.9184953,4.0,1.07523511,1.0,0.0,0.0,0.0,3.0,7422.358074,549.3130998,53.0,15.027302349785945,37.31356434607014,2.761498366311039,13.512071852468862,0.007140587865958029,0.2664407848051925,0.09648413631369218,0.18758217675935807,6.376010227396402,0.007140587865958029,0.2664407848051925,53.328175,0.0061919734163104366,-0.3281745910644531,0.3281745910644531
450899,332.2782609,1.0,0.7130434783,4.0,0.0,0.0,0.0,6.0,2493.854064,616.5936962,29.0,3.9590190406301646,7.505318154865785,1.8556546387654453,4.044566266845335,0.011628587421625486,0.08727624829096967,0.0470325924165684,0.022587448647820297,12.347060111323273,0.011628587421625486,0.08727624829096967,28.44274,0.01921587976916083,0.5572605133056641,0.5572605133056641
417165,163.6463415,2.0,0.3841463415,3.0,0.0,0.0,0.0,3.0,1334.534931,313.7352796,11.0,4.126269066192513,8.154993987445787,1.917154253032904,4.253697361359802,0.008242571808710492,0.06721812354112419,0.03506140595353051,0.04983303575684144,8.588125555716749,0.008242571808710492,0.06721812354112419,10.945783,0.004928848960182883,0.05421733856201172,0.05421733856201172
409300,420.8088235,10.0,0.7132352941,4.0,0.0,0.0,0.0,0.0,7111.690095,698.085782,47.0,9.223460411019914,16.90004985125983,1.6589143169427862,10.187415756592504,0.006608836911080277,0.11168967325610271,0.06732696928068935,0.04016087331700123,8.277942038329744,0.006608836911080277,0.11168967325610271,46.988686,0.0002407317465924202,0.01131439208984375,0.01131439208984375
417815,436.9501558,13.0,0.968847352,0.0,0.0,0.0,0.0,2.0,11866.60535,966.9707447,68.0,12.719082204672137,27.157800935609597,2.213000114234082,12.271938334268409,0.005730366688228997,0.15562415780697153,0.07032270663069214,0.06215308674255334,8.876670214270245,0.005730366688228997,0.15562415780697153,67.99383,9.076735552619485e-05,0.00617218017578125,0.00617218017578125
424420,152.2904884,12.0,1.035989717,2.0,0.0,0.0,0.0,2.0,1449.994112,316.2051374,16.0,4.326060268348047,9.521238832667636,2.0763288680870766,4.5856121248458885,0.011034527566412627,0.10506237236546942,0.050600063400487935,0.06252024622614341,8.303970588723338,0.011034527566412627,0.10506237236546942,15.54621,0.028361856937408447,0.45378971099853516,0.45378971099853516
425469,59.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,216.5,129.6984841,5.0,1.5496648683502208,3.669491525423729,2.198279391525424,1.669256209911246,0.023094688221709007,0.0847457627118644,0.03855095173005187,0.06219477161735133,8.814667803658791,0.023094688221709007,0.0847457627118644,5.1915545,0.038310909271240236,-0.19155454635620117,0.19155454635620117
416750,204.276699,4.0,1.208737864,2.0,0.0,0.0,0.0,4.0,3245.716408,488.2380879,16.0,6.574233335489029,15.888823462924666,2.3900821302188753,6.647814843697285,0.004929574241472054,0.07832513487013024,0.032770896815565706,0.07778089004132901,8.569912162070882,0.004929574241472054,0.07832513487013024,15.934979,0.004063785076141357,0.06502056121826172,0.06502056121826172
417903,174.6117647,18.0,0.4823529412,2.0,0.0,0.0,0.0,4.0,1342.822353,337.2509088,13.0,3.9451014002640967,7.690331492308662,1.9314329099154908,3.981671562511146,0.009681101875431768,0.07445088263288138,0.03854696803118,0.044042459026294126,9.203305693774574,0.009681101875431768,0.07445088263288138,13.048905,0.0037619517399714543,-0.048905372619628906,0.048905372619628906
450155,92.91773309,2.0,0.4716636197,2.0,0.0,0.0,0.0,2.0,624.1299627,191.8617668,8.0,3.117365379126537,6.717016676412762,2.064856302662517,3.2530189474936075,0.012817843202707051,0.08609766654822724,0.04169668680440818,0.07228993275058346,7.67981791600408,0.012817843202707051,0.08609766654822724,7.803575,0.024553120136260986,0.1964249610900879,0.1964249610900879
417903,95.98823529,5.0,0.4823529412,2.0,0.0,0.0,0.0,4.0,402.2766782,187.5642978,8.0,2.085917497444915,4.190895654916878,1.9540342338134464,2.144740139346498,0.01988681033112896,0.08334354700688444,0.042652040360742896,0.04366051362706408,9.351639309684128,0.01988681033112896,0.08334354700688444,7.943168,0.007103979587554932,0.05683183670043945,0.05683183670043945
416982,93.25796178,2.0,0.4108280255,2.0,0.0,0.0,0.0,2.0,621.9530711,193.6247285,8.0,3.0892382006654073,6.669168607472004,2.0762273247700826,3.212157227634279,0.012862706804953985,0.08578356043071564,0.04131703663047357,0.07151312853271329,7.763937193252278,0.012862706804953985,0.08578356043071564,7.803575,0.024553120136260986,0.1964249610900879,0.1964249610900879
411074,622.8308351,7.0,0.4239828694,0.0,0.0,0.0,0.0,0.0,2288.273677,1292.649026,42.0,1.6008442877903404,3.673989064193653,2.0754416017191186,1.7702204008777864,0.01835444790636378,0.06743404088729262,0.032491418130693735,0.00589885544700716,27.02256940192377,0.01835444790636378,0.06743404088729262,40.84573,0.027482623145693823,1.1542701721191406,1.1542701721191406
410674,223.6185567,1.0,0.6838487973,1.0,0.0,0.0,0.0,3.0,2556.638053,487.7987215,24.0,5.2214063502425985,11.43303172477725,2.181387487239783,5.24117415711595,0.009387328007512841,0.10732561892078432,0.049200620957347056,0.05112738358344502,9.647305541888217,0.009387328007512841,0.10732561892078432,24.432701,0.018029212951660156,-0.43270111083984375,0.43270111083984375
416489,556.5857143,2.0,0.8357142857,2.0,0.0,0.0,0.0,4.0,30796.4087,1297.530057,132.0,24.949353236893447,55.33093629384947,2.3312313335814987,23.734639929038654,0.0042862140610570604,0.23716023715415005,0.10173174739797185,0.09941134828341294,7.393794736671294,0.0042862140610570604,0.23716023715415005,135.25786,0.02468074451793324,-3.2578582763671875,3.2578582763671875
419411,24.71186441,20.0,1.372881356,0.0,0.0,0.0,0.0,2.0,463.6615915,91.66667373,6.0,6.04479447580855,18.762711862095394,3.7094195811832718,5.058126062975668,0.01294047234015932,0.24279835387782464,0.06545454041097559,0.7592592590667825,4.257071179638103,0.01294047234015932,0.24279835387782464,6.0663557,0.011059284210205078,-0.06635570526123047,0.06635570526123047
417373,106.2390746,15.0,0.3676092545,3.0,0.0,0.0,0.0,3.0,902.9825206,197.8006713,8.0,4.551546994864563,8.499533001391562,1.8618448254066402,4.565113529015612,0.008859529190758069,0.07530186073364009,0.0404447565694384,0.08000383129647066,6.582457888774728,0.008859529190758069,0.07530186073364009,7.931705,0.008536875247955322,0.06829500198364258,0.06829500198364258
416148,312.5735294,4.0,1.433823529,2.0,0.0,0.0,0.0,4.0,10848.71999,761.35305,75.0,15.14116115742026,34.707737442849506,2.43575664088208,14.249263190053549,0.006913257975976206,0.23994354270486734,0.09850883240042185,0.11103863308410243,7.30965436352243,0.006913257975976206,0.23994354270486734,72.455864,0.03392181396484375,2.5441360473632812,2.5441360473632812
410936,244.2790698,10.0,0.5872093023,0.0,0.0,0.0,0.0,2.0,1993.546562,507.8478765,17.0,3.9378582104297264,8.160938895142296,2.078965983110191,3.925479763229846,0.00852751589756949,0.06959253616741912,0.03347459108652983,0.03340826089531104,11.374189224102471,0.00852751589756949,0.06959253616741912,16.85499,0.008529999676872702,0.14500999450683594,0.14500999450683594
422619,241.7910448,7.0,0.7462686567,1.0,0.0,0.0,0.0,3.0,6597.516151,582.0145483,41.0,12.021808483601276,27.286023584774217,2.4070972056943605,11.335655045514951,0.006214459966693002,0.16956790121782045,0.0704449744765942,0.1128496037036613,7.165452304946767,0.006214459966693002,0.16956790121782045,41.57919,0.014126568305783155,-0.5791893005371094,0.5791893005371094
407954,54.95076586,8.0,0.2680525164,0.0,0.0,0.0,0.0,2.0,341.1180895,117.6151965,5.0,2.9594316091073996,6.207704008513341,2.140374108700366,2.900289245361249,0.014657680591870224,0.09099054256566098,0.04251151338254152,0.11296847116433148,6.368117427551015,0.014657680591870224,0.09099054256566098,5.1287127,0.025742530822753906,-0.12871265411376953,0.12871265411376953
424112,186.804878,6.0,0.5609756098,0.0,0.0,0.0,0.0,0.0,1710.674598,383.5752067,13.0,4.235474306977115,9.157547791658846,2.0533468440797353,4.45981535855091,0.007599341227839989,0.06959133047906811,0.033891658722789916,0.04902199498055316,9.273994296599817,0.007599341227839989,0.06959133047906811,12.629274,0.02851735628568209,0.3707256317138672,0.3707256317138672
419474,484.7684211,2.0,1.357894737,3.0,0.0,0.0,0.0,1.0,4877.979557,962.7033703,46.0,4.562899660728806,10.062494470929554,1.985903636452857,5.066960091227178,0.009430133821284483,0.0948906694368009,0.047782111727380124,0.02075732253370898,13.783912395790844,0.009430133821284483,0.0948906694368009,44.414005,0.03447814609693444,1.5859947204589844,1.5859947204589844
416982,59.15923567,1.0,0.4108280255,2.0,0.0,0.0,0.0,4.0,416.8013865,126.9266813,7.0,3.3818173590834437,7.045415340133653,2.1455091476843617,3.2837964581683265,0.01679456985203671,0.1183247200664856,0.055149948996578706,0.11909239969620541,6.217107078671331,0.01679456985203671,0.1183247200664856,6.9123354,0.012523514883858817,0.08766460418701172,0.08766460418701172
406145,232.2262118,5.0,0.3572710952,4.0,0.0,0.0,0.0,4.0,1693.434844,468.0897295,23.0,3.5769455368654226,7.2921778763649465,2.0156627706743655,3.617756889921252,0.013581862970099603,0.09904136067038062,0.04913587833804416,0.03140118344024482,11.374828736193288,0.013581862970099603,0.09904136067038062,23.135454,0.0058893120807150135,-0.1354541778564453,0.1354541778564453
422249,110.8421053,6.0,0.4398496241,1.0,0.0,0.0,0.0,1.0,453.5850034,223.7075483,7.0,1.9067268996161313,4.092172393986457,2.0182542337546163,2.027580235208362,0.015432608987354364,0.06315289646523883,0.031290852960458644,0.03691893421647647,10.50391731909637,0.015432608987354364,0.06315289646523883,7.007689,0.0010984284537179129,-0.007688999176025391,0.007688999176025391
